CropName,SoilType,Disease,Treatment,Practice,Region,GrowthDuration,OptimalTemp
Ragi,Laterite,Wilt,Fungicide Spray,Mulching,Meghalaya,90 days,20–25°C
Wheat,Alluvial,Rust,Soil Solarization,Irrigation,Madhya Pradesh,150 days,20–25°C
Coconut,Laterite,Blight,Neem Extract,Mulching,Uttarakhand,150 days,20–25°C
Sesamum,Laterite,Wilt,Neem Extract,Mulching,Bihar,150 days,20–25°C
Castor Seed,Alluvial,Rust,Crop Rotation,Organic Farming,Arunachal Pradesh,90 days,25–30°C
Tapioca,Red Loamy,Rust,Fungicide Spray,Organic Farming,Sikkim,90 days,25–30°C
Turmeric,Alluvial,Wilt,Soil Solarization,Organic Farming,Uttarakhand,150 days,20–25°C
Arecanut,Alluvial,Rust,Fungicide Spray,Organic Farming,Rajasthan,150 days,25–30°C
Jute,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Gujarat,120 days,20–25°C
Barley,Sandy,Wilt,Soil Solarization,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Arhar/Tur,Peaty,Wilt,Neem Extract,Mulching,Manipur,150 days,20–25°C
Khesari,Alluvial,Rust,Fungicide Spray,Mulching,Assam,150 days,20–25°C
Garlic,Alluvial,Wilt,Resistant Varieties,Mulching,Goa,120 days,20–25°C
Sesamum,Laterite,Wilt,Soil Solarization,Organic Farming,Karnataka,120 days,20–25°C
Arhar/Tur,Laterite,Wilt,Resistant Varieties,Mulching,Andhra Pradesh,90 days,25–30°C
Coriander,Sandy,Rust,Crop Rotation,Mulching,Assam,150 days,25–30°C
Dry Chillies,Laterite,Rust,Fungicide Spray,Mulching,Odisha,90 days,20–25°C
Sweet Potato,Black Cotton,Wilt,Fungicide Spray,Mulching,Mizoram,150 days,20–25°C
Sesamum,Laterite,Rust,Resistant Varieties,Organic Farming,Gujarat,120 days,20–25°C
Cotton,Peaty,Wilt,Resistant Varieties,Mulching,Telangana,120 days,20–25°C
Cashewnut,Black Cotton,Rust,Neem Extract,Organic Farming,Goa,120 days,20–25°C
Jowar,Red Loamy,Rust,Crop Rotation,Mulching,Karnataka,150 days,25–30°C
Cowpea (Lobia),Laterite,Rust,Soil Solarization,Mulching,Mizoram,120 days,20–25°C
Niger Seed,Peaty,Rust,Fungicide Spray,Organic Farming,Maharashtra,90 days,25–30°C
Cardamom,Black Cotton,Rust,Fungicide Spray,Mulching,Himachal Pradesh,90 days,25–30°C
Coriander,Red Loamy,Wilt,Soil Solarization,Mulching,Sikkim,120 days,25–30°C
Bajra,Red Loamy,Blight,Neem Extract,Organic Farming,Nagaland,150 days,25–30°C
Turmeric,Alluvial,Wilt,Neem Extract,Organic Farming,Telangana,150 days,25–30°C
Wheat,Sandy,Rust,Resistant Varieties,Irrigation,Bihar,120 days,20–25°C
Ginger,Sandy,Blight,Neem Extract,Organic Farming,Rajasthan,150 days,20–25°C
Garlic,Alluvial,Wilt,Soil Solarization,Organic Farming,Telangana,90 days,25–30°C
Urad,Red Loamy,Wilt,Soil Solarization,Mulching,Nagaland,150 days,25–30°C
Masoor,Red Loamy,Wilt,Fungicide Spray,Mulching,Uttarakhand,150 days,20–25°C
Bajra,Laterite,Wilt,Crop Rotation,Organic Farming,Mizoram,120 days,20–25°C
Cashewnut,Black Cotton,Wilt,Resistant Varieties,Mulching,Bihar,120 days,20–25°C
Jowar,Peaty,Blight,Resistant Varieties,Mulching,Karnataka,120 days,25–30°C
Garlic,Red Loamy,Rust,Fungicide Spray,Organic Farming,Goa,90 days,25–30°C
Masoor,Red Loamy,Blight,Fungicide Spray,Mulching,Karnataka,120 days,25–30°C
Jute,Laterite,Wilt,Crop Rotation,Organic Farming,Punjab,150 days,25–30°C
Ginger,Sandy,Wilt,Soil Solarization,Organic Farming,Meghalaya,90 days,20–25°C
Wheat,Sandy,Smut,Resistant Varieties,Mulching,Madhya Pradesh,120 days,20–25°C
Sweet Potato,Black Cotton,Rust,Crop Rotation,Mulching,Mizoram,150 days,25–30°C
Coriander,Sandy,Rust,Neem Extract,Organic Farming,Sikkim,90 days,20–25°C
Khesari,Alluvial,Blight,Neem Extract,Mulching,Tripura,150 days,25–30°C
Potato,Alluvial,Wilt,Soil Solarization,Organic Farming,Punjab,120 days,20–25°C
Bajra,Laterite,Blight,Fungicide Spray,Organic Farming,Odisha,150 days,20–25°C
Garlic,Red Loamy,Rust,Resistant Varieties,Mulching,Bihar,120 days,25–30°C
Jowar,Peaty,Blight,Fungicide Spray,Mulching,Tamil Nadu,150 days,25–30°C
Soyabean,Black Cotton,Rust,Soil Solarization,Mulching,Jharkhand,120 days,25–30°C
Maize,Red Loamy,Smut,Fungicide Spray,Mulching,Maharashtra,120 days,25–30°C
Cashewnut,Black Cotton,Blight,Resistant Varieties,Organic Farming,Bihar,120 days,20–25°C
Khesari,Alluvial,Wilt,Neem Extract,Organic Farming,Tripura,150 days,25–30°C
Cowpea (Lobia),Sandy,Blight,Soil Solarization,Organic Farming,Maharashtra,120 days,20–25°C
Gram,Red Loamy,Rust,Neem Extract,Mulching,Kerala,90 days,25–30°C
Potato,Red Loamy,Wilt,Neem Extract,Mulching,Tripura,120 days,25–30°C
Arecanut,Alluvial,Blight,Crop Rotation,Organic Farming,Rajasthan,150 days,20–25°C
Peas & beans (Pulses),Laterite,Rust,Crop Rotation,Organic Farming,Punjab,120 days,20–25°C
Cashewnut,Black Cotton,Wilt,Resistant Varieties,Mulching,Bihar,150 days,20–25°C
Cotton,Peaty,Wilt,Neem Extract,Organic Farming,Telangana,120 days,20–25°C
Urad,Black Cotton,Rust,Crop Rotation,Organic Farming,Goa,150 days,25–30°C
Niger Seed,Peaty,Rust,Soil Solarization,Organic Farming,Maharashtra,90 days,25–30°C
Arecanut,Alluvial,Wilt,Neem Extract,Organic Farming,Tamil Nadu,90 days,20–25°C
Maize,Black Cotton,Smut,Resistant Varieties,Drip Irrigation,Telangana,90 days,25–30°C
Barley,Sandy,Blight,Resistant Varieties,Mulching,Meghalaya,150 days,20–25°C
Peas & beans (Pulses),Black Cotton,Blight,Neem Extract,Mulching,Haryana,150 days,20–25°C
Soyabean,Red Loamy,Wilt,Soil Solarization,Organic Farming,Haryana,120 days,25–30°C
Coriander,Sandy,Wilt,Soil Solarization,Organic Farming,Sikkim,90 days,25–30°C
Jowar,Peaty,Rust,Soil Solarization,Organic Farming,Telangana,150 days,20–25°C
Turmeric,Sandy,Wilt,Neem Extract,Mulching,Uttarakhand,150 days,20–25°C
Onion,Black Cotton,Rust,Resistant Varieties,Organic Farming,Chhattisgarh,150 days,25–30°C
Onion,Red Loamy,Rust,Resistant Varieties,Organic Farming,Chhattisgarh,90 days,20–25°C
Arecanut,Black Cotton,Rust,Soil Solarization,Mulching,Tamil Nadu,120 days,25–30°C
Khesari,Black Cotton,Blight,Crop Rotation,Organic Farming,Assam,120 days,20–25°C
Tapioca,Peaty,Blight,Crop Rotation,Mulching,Karnataka,90 days,25–30°C
Castor Seed,Alluvial,Rust,Neem Extract,Mulching,Odisha,150 days,25–30°C
Banana,Red Loamy,Rust,Neem Extract,Organic Farming,Tripura,120 days,25–30°C
Sesamum,Laterite,Wilt,Crop Rotation,Mulching,Sikkim,150 days,25–30°C
Coriander,Sandy,Rust,Crop Rotation,Organic Farming,Assam,120 days,25–30°C
Urad,Black Cotton,Blight,Soil Solarization,Mulching,Uttarakhand,120 days,20–25°C
Cashewnut,Laterite,Wilt,Neem Extract,Organic Farming,Goa,150 days,25–30°C
Ragi,Black Cotton,Rust,Fungicide Spray,Organic Farming,Meghalaya,90 days,20–25°C
Black pepper,Alluvial,Blight,Crop Rotation,Mulching,Sikkim,150 days,20–25°C
Turmeric,Sandy,Rust,Soil Solarization,Mulching,Madhya Pradesh,120 days,25–30°C
Tapioca,Red Loamy,Wilt,Fungicide Spray,Mulching,Madhya Pradesh,90 days,20–25°C
Niger Seed,Red Loamy,Wilt,Fungicide Spray,Mulching,Maharashtra,120 days,25–30°C
Barley,Sandy,Rust,Neem Extract,Organic Farming,Meghalaya,150 days,25–30°C
Tobacco,Black Cotton,Blight,Soil Solarization,Organic Farming,Meghalaya,150 days,20–25°C
Sugarcane,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Gujarat,90 days,25–30°C
Coconut,Red Loamy,Rust,Fungicide Spray,Mulching,Mizoram,120 days,25–30°C
Sugarcane,Red Loamy,Wilt,Neem Extract,Organic Farming,Goa,120 days,25–30°C
Cowpea (Lobia),Sandy,Wilt,Soil Solarization,Mulching,Manipur,90 days,25–30°C
Dry Chillies,Laterite,Blight,Fungicide Spray,Mulching,Chhattisgarh,120 days,25–30°C
Urad,Black Cotton,Rust,Soil Solarization,Organic Farming,Uttarakhand,120 days,20–25°C
Cashewnut,Laterite,Blight,Fungicide Spray,Mulching,Chhattisgarh,90 days,20–25°C
Sunflower,Red Loamy,Rust,Resistant Varieties,Mulching,Himachal Pradesh,90 days,20–25°C
Garlic,Alluvial,Rust,Soil Solarization,Organic Farming,Bihar,120 days,20–25°C
Coriander,Sandy,Wilt,Neem Extract,Organic Farming,Assam,120 days,25–30°C
Tobacco,Black Cotton,Rust,Crop Rotation,Organic Farming,Meghalaya,150 days,25–30°C
Cardamom,Black Cotton,Wilt,Neem Extract,Organic Farming,Himachal Pradesh,150 days,25–30°C
Rice,Alluvial,Blast,Fungicide Spray,Drip Irrigation,Andhra Pradesh,180 days,25–30°C
Khesari,Black Cotton,Blight,Crop Rotation,Organic Farming,Karnataka,150 days,25–30°C
Jowar,Red Loamy,Wilt,Neem Extract,Mulching,Tamil Nadu,90 days,20–25°C
Ginger,Sandy,Wilt,Crop Rotation,Organic Farming,Maharashtra,120 days,20–25°C
Groundnut,Red Loamy,Blight,Resistant Varieties,Mulching,Goa,120 days,20–25°C
Horse Gram,Black Cotton,Wilt,Neem Extract,Mulching,West Bengal,150 days,25–30°C
Cardamom,Red Loamy,Blight,Crop Rotation,Organic Farming,Mizoram,90 days,25–30°C
Potato,Red Loamy,Wilt,Fungicide Spray,Mulching,Punjab,90 days,25–30°C
Soyabean,Red Loamy,Blight,Crop Rotation,Organic Farming,Arunachal Pradesh,120 days,20–25°C
Sugarcane,Red Loamy,Wilt,Soil Solarization,Organic Farming,Jharkhand,150 days,25–30°C
Castor Seed,Laterite,Blight,Fungicide Spray,Mulching,Goa,150 days,20–25°C
Groundnut,Sandy,Wilt,Neem Extract,Mulching,Nagaland,120 days,25–30°C
Ginger,Sandy,Wilt,Crop Rotation,Organic Farming,Meghalaya,150 days,25–30°C
Niger Seed,Peaty,Rust,Fungicide Spray,Organic Farming,Maharashtra,120 days,25–30°C
Ginger,Black Cotton,Blight,Neem Extract,Mulching,Tripura,150 days,25–30°C
Sesamum,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Sikkim,120 days,25–30°C
Moong (Green Gram),Peaty,Rust,Fungicide Spray,Organic Farming,Telangana,150 days,20–25°C
Tapioca,Red Loamy,Blight,Crop Rotation,Mulching,Odisha,90 days,25–30°C
Sunflower,Red Loamy,Wilt,Neem Extract,Mulching,West Bengal,90 days,20–25°C
Urad,Red Loamy,Wilt,Resistant Varieties,Mulching,Uttarakhand,90 days,20–25°C
Black pepper,Peaty,Wilt,Fungicide Spray,Organic Farming,Karnataka,150 days,20–25°C
Soyabean,Red Loamy,Blight,Soil Solarization,Organic Farming,Sikkim,90 days,20–25°C
Urad,Black Cotton,Rust,Fungicide Spray,Organic Farming,Uttarakhand,150 days,20–25°C
Potato,Alluvial,Rust,Fungicide Spray,Organic Farming,Meghalaya,150 days,20–25°C
Tobacco,Red Loamy,Rust,Neem Extract,Organic Farming,Punjab,90 days,25–30°C
Soyabean,Black Cotton,Rust,Resistant Varieties,Organic Farming,Haryana,120 days,25–30°C
Banana,Red Loamy,Wilt,Neem Extract,Mulching,Bihar,120 days,25–30°C
Soyabean,Red Loamy,Blight,Soil Solarization,Organic Farming,Haryana,150 days,25–30°C
Moong (Green Gram),Peaty,Wilt,Resistant Varieties,Organic Farming,Telangana,150 days,20–25°C
Jute,Laterite,Wilt,Crop Rotation,Mulching,Goa,90 days,20–25°C
Onion,Black Cotton,Wilt,Crop Rotation,Mulching,Sikkim,120 days,25–30°C
Arhar/Tur,Laterite,Wilt,Neem Extract,Organic Farming,Haryana,120 days,25–30°C
Peas & beans (Pulses),Black Cotton,Wilt,Neem Extract,Mulching,Kerala,150 days,25–30°C
Gram,Black Cotton,Rust,Soil Solarization,Mulching,Sikkim,150 days,25–30°C
Dry Chillies,Laterite,Blight,Soil Solarization,Organic Farming,Odisha,120 days,20–25°C
Black pepper,Peaty,Rust,Fungicide Spray,Mulching,West Bengal,90 days,20–25°C
Black pepper,Alluvial,Wilt,Crop Rotation,Mulching,Sikkim,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Rust,Soil Solarization,Mulching,Telangana,90 days,20–25°C
Ragi,Black Cotton,Rust,Fungicide Spray,Mulching,Gujarat,150 days,20–25°C
Gram,Red Loamy,Wilt,Crop Rotation,Organic Farming,Sikkim,120 days,25–30°C
Turmeric,Sandy,Rust,Soil Solarization,Mulching,Telangana,150 days,25–30°C
Jute,Laterite,Rust,Soil Solarization,Organic Farming,Andhra Pradesh,120 days,20–25°C
Gram,Red Loamy,Rust,Crop Rotation,Organic Farming,Odisha,150 days,20–25°C
Garlic,Red Loamy,Wilt,Crop Rotation,Mulching,Gujarat,150 days,25–30°C
Groundnut,Sandy,Wilt,Fungicide Spray,Organic Farming,Nagaland,150 days,20–25°C
Coriander,Red Loamy,Rust,Resistant Varieties,Organic Farming,Assam,150 days,25–30°C
Rice,Alluvial,Smut,Soil Solarization,Drip Irrigation,Odisha,120 days,30–35°C
Cardamom,Black Cotton,Rust,Fungicide Spray,Organic Farming,Bihar,90 days,25–30°C
Wheat,Sandy,Smut,Fungicide Spray,Irrigation,Madhya Pradesh,150 days,15–20°C
Cardamom,Black Cotton,Wilt,Fungicide Spray,Mulching,Karnataka,150 days,25–30°C
Sesamum,Laterite,Wilt,Resistant Varieties,Organic Farming,Karnataka,150 days,20–25°C
Sunflower,Black Cotton,Blight,Fungicide Spray,Mulching,Arunachal Pradesh,150 days,20–25°C
Turmeric,Sandy,Blight,Neem Extract,Organic Farming,Meghalaya,90 days,25–30°C
Rice,Red Loamy,Smut,Fungicide Spray,Drip Irrigation,Assam,180 days,30–35°C
Tapioca,Peaty,Wilt,Fungicide Spray,Organic Farming,Tamil Nadu,120 days,25–30°C
Arhar/Tur,Laterite,Wilt,Crop Rotation,Organic Farming,Arunachal Pradesh,90 days,25–30°C
Bajra,Laterite,Wilt,Crop Rotation,Mulching,Bihar,120 days,25–30°C
Jowar,Peaty,Wilt,Fungicide Spray,Mulching,Telangana,90 days,20–25°C
Sesamum,Laterite,Blight,Soil Solarization,Organic Farming,Gujarat,90 days,25–30°C
Urad,Black Cotton,Rust,Crop Rotation,Mulching,Himachal Pradesh,150 days,25–30°C
Sunflower,Red Loamy,Rust,Fungicide Spray,Organic Farming,Arunachal Pradesh,120 days,25–30°C
Garlic,Alluvial,Wilt,Crop Rotation,Mulching,Bihar,90 days,20–25°C
Coriander,Red Loamy,Rust,Resistant Varieties,Mulching,Telangana,120 days,25–30°C
Potato,Red Loamy,Blight,Neem Extract,Organic Farming,Punjab,150 days,25–30°C
Soyabean,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Jharkhand,120 days,25–30°C
Garlic,Alluvial,Blight,Neem Extract,Mulching,Gujarat,150 days,25–30°C
Cardamom,Red Loamy,Rust,Fungicide Spray,Organic Farming,Bihar,150 days,25–30°C
Ginger,Black Cotton,Wilt,Soil Solarization,Organic Farming,Rajasthan,90 days,25–30°C
Cowpea (Lobia),Sandy,Rust,Crop Rotation,Organic Farming,Meghalaya,90 days,25–30°C
Coriander,Red Loamy,Wilt,Fungicide Spray,Mulching,Sikkim,90 days,20–25°C
Garlic,Alluvial,Rust,Soil Solarization,Mulching,Tripura,90 days,25–30°C
Sweet Potato,Red Loamy,Blight,Soil Solarization,Mulching,West Bengal,150 days,20–25°C
Groundnut,Sandy,Wilt,Fungicide Spray,Organic Farming,Chhattisgarh,120 days,25–30°C
Niger Seed,Red Loamy,Rust,Soil Solarization,Mulching,Maharashtra,120 days,20–25°C
Potato,Red Loamy,Blight,Fungicide Spray,Mulching,Telangana,150 days,20–25°C
Barley,Alluvial,Rust,Resistant Varieties,Mulching,Telangana,120 days,20–25°C
Coriander,Red Loamy,Rust,Fungicide Spray,Organic Farming,Assam,150 days,20–25°C
Masoor,Sandy,Wilt,Neem Extract,Mulching,Madhya Pradesh,90 days,20–25°C
Coconut,Laterite,Wilt,Neem Extract,Organic Farming,Mizoram,120 days,20–25°C
Moong (Green Gram),Red Loamy,Rust,Crop Rotation,Mulching,Assam,150 days,25–30°C
Tapioca,Peaty,Wilt,Crop Rotation,Organic Farming,Madhya Pradesh,90 days,20–25°C
Soyabean,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Jharkhand,120 days,25–30°C
Coriander,Red Loamy,Blight,Neem Extract,Mulching,Uttarakhand,150 days,20–25°C
Barley,Alluvial,Wilt,Fungicide Spray,Mulching,Punjab,150 days,25–30°C
Moong (Green Gram),Red Loamy,Rust,Neem Extract,Mulching,Assam,120 days,20–25°C
Onion,Red Loamy,Blight,Fungicide Spray,Organic Farming,Sikkim,90 days,25–30°C
Arhar/Tur,Laterite,Wilt,Fungicide Spray,Organic Farming,Madhya Pradesh,120 days,20–25°C
Ragi,Laterite,Blight,Neem Extract,Mulching,Rajasthan,120 days,25–30°C
Dry Chillies,Laterite,Wilt,Neem Extract,Mulching,Uttar Pradesh,120 days,25–30°C
Khesari,Alluvial,Rust,Soil Solarization,Organic Farming,Karnataka,150 days,20–25°C
Arecanut,Black Cotton,Rust,Fungicide Spray,Mulching,Uttar Pradesh,120 days,25–30°C
Banana,Red Loamy,Wilt,Soil Solarization,Organic Farming,Jharkhand,120 days,25–30°C
Jute,Laterite,Wilt,Crop Rotation,Organic Farming,Goa,120 days,20–25°C
Coriander,Red Loamy,Blight,Soil Solarization,Mulching,Sikkim,90 days,25–30°C
Coconut,Red Loamy,Rust,Resistant Varieties,Organic Farming,Andhra Pradesh,90 days,20–25°C
Cashewnut,Black Cotton,Rust,Crop Rotation,Mulching,Sikkim,90 days,20–25°C
Cashewnut,Laterite,Rust,Resistant Varieties,Mulching,Sikkim,90 days,20–25°C
Maize,Black Cotton,Smut,Soil Solarization,Mulching,Madhya Pradesh,90 days,25–30°C
Niger Seed,Peaty,Wilt,Neem Extract,Mulching,Andhra Pradesh,120 days,20–25°C
Coriander,Red Loamy,Wilt,Fungicide Spray,Mulching,Sikkim,90 days,20–25°C
Jowar,Red Loamy,Wilt,Neem Extract,Mulching,Telangana,120 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Crop Rotation,Organic Farming,Manipur,90 days,25–30°C
Barley,Sandy,Blight,Resistant Varieties,Mulching,Meghalaya,90 days,25–30°C
Khesari,Alluvial,Rust,Neem Extract,Mulching,Haryana,90 days,20–25°C
Jowar,Peaty,Rust,Soil Solarization,Organic Farming,Gujarat,150 days,20–25°C
Garlic,Red Loamy,Blight,Resistant Varieties,Mulching,Gujarat,120 days,25–30°C
Tapioca,Peaty,Blight,Resistant Varieties,Organic Farming,Karnataka,120 days,20–25°C
Black pepper,Peaty,Rust,Soil Solarization,Organic Farming,Sikkim,120 days,20–25°C
Turmeric,Alluvial,Rust,Resistant Varieties,Mulching,Telangana,90 days,20–25°C
Tobacco,Red Loamy,Rust,Fungicide Spray,Mulching,Bihar,150 days,25–30°C
Horse Gram,Black Cotton,Wilt,Crop Rotation,Organic Farming,Telangana,120 days,20–25°C
Wheat,Sandy,Rust,Fungicide Spray,Irrigation,Bihar,120 days,15–20°C
Cowpea (Lobia),Sandy,Wilt,Crop Rotation,Mulching,Meghalaya,90 days,20–25°C
Dry Chillies,Laterite,Wilt,Soil Solarization,Organic Farming,Tamil Nadu,120 days,20–25°C
Wheat,Alluvial,Smut,Neem Extract,Irrigation,Bihar,150 days,20–25°C
Sweet Potato,Black Cotton,Wilt,Fungicide Spray,Organic Farming,West Bengal,150 days,20–25°C
Rice,Alluvial,Smut,Fungicide Spray,SRI Method,Tamil Nadu,150 days,30–35°C
Maize,Black Cotton,Smut,Resistant Varieties,Drip Irrigation,Maharashtra,90 days,30–35°C
Black pepper,Alluvial,Blight,Crop Rotation,Organic Farming,Sikkim,90 days,20–25°C
Jute,Black Cotton,Wilt,Soil Solarization,Organic Farming,Goa,90 days,20–25°C
Horse Gram,Sandy,Wilt,Neem Extract,Organic Farming,Haryana,120 days,20–25°C
Banana,Laterite,Rust,Crop Rotation,Mulching,Karnataka,120 days,25–30°C
Wheat,Alluvial,Smut,Soil Solarization,Mulching,Punjab,120 days,15–20°C
Groundnut,Red Loamy,Rust,Crop Rotation,Organic Farming,Goa,90 days,25–30°C
Moong (Green Gram),Peaty,Rust,Crop Rotation,Mulching,Telangana,120 days,20–25°C
Ragi,Laterite,Rust,Fungicide Spray,Mulching,Gujarat,120 days,20–25°C
Black pepper,Peaty,Rust,Fungicide Spray,Organic Farming,Karnataka,90 days,20–25°C
Black pepper,Peaty,Wilt,Neem Extract,Organic Farming,West Bengal,90 days,20–25°C
Barley,Alluvial,Rust,Fungicide Spray,Organic Farming,Arunachal Pradesh,90 days,20–25°C
Garlic,Alluvial,Blight,Neem Extract,Mulching,Telangana,120 days,20–25°C
Barley,Sandy,Rust,Crop Rotation,Mulching,Punjab,120 days,20–25°C
Arecanut,Alluvial,Rust,Soil Solarization,Mulching,Jharkhand,120 days,25–30°C
Tobacco,Red Loamy,Wilt,Fungicide Spray,Mulching,Kerala,120 days,20–25°C
Groundnut,Red Loamy,Rust,Soil Solarization,Mulching,Nagaland,150 days,20–25°C
Bajra,Red Loamy,Rust,Soil Solarization,Organic Farming,Odisha,120 days,25–30°C
Urad,Black Cotton,Wilt,Resistant Varieties,Mulching,Uttarakhand,90 days,20–25°C
Castor Seed,Laterite,Wilt,Fungicide Spray,Mulching,Goa,90 days,20–25°C
Cardamom,Red Loamy,Blight,Crop Rotation,Organic Farming,Mizoram,120 days,25–30°C
Cowpea (Lobia),Sandy,Wilt,Fungicide Spray,Organic Farming,Goa,150 days,25–30°C
Potato,Alluvial,Wilt,Neem Extract,Organic Farming,Punjab,150 days,20–25°C
Tobacco,Red Loamy,Blight,Neem Extract,Mulching,Punjab,150 days,20–25°C
Sugarcane,Red Loamy,Wilt,Resistant Varieties,Mulching,Gujarat,90 days,20–25°C
Arecanut,Black Cotton,Wilt,Crop Rotation,Mulching,Meghalaya,120 days,25–30°C
Dry Chillies,Laterite,Wilt,Fungicide Spray,Mulching,Odisha,90 days,20–25°C
Groundnut,Red Loamy,Rust,Fungicide Spray,Mulching,Chhattisgarh,90 days,25–30°C
Bajra,Laterite,Rust,Soil Solarization,Organic Farming,Nagaland,150 days,20–25°C
Groundnut,Sandy,Blight,Neem Extract,Organic Farming,Nagaland,150 days,20–25°C
Black pepper,Peaty,Rust,Neem Extract,Mulching,Tripura,150 days,25–30°C
Soyabean,Black Cotton,Wilt,Fungicide Spray,Mulching,Haryana,90 days,25–30°C
Peas & beans (Pulses),Black Cotton,Wilt,Fungicide Spray,Mulching,Haryana,120 days,25–30°C
Ragi,Black Cotton,Rust,Fungicide Spray,Mulching,Himachal Pradesh,90 days,25–30°C
Moong (Green Gram),Peaty,Blight,Soil Solarization,Organic Farming,Odisha,120 days,20–25°C
Khesari,Alluvial,Wilt,Crop Rotation,Mulching,Assam,150 days,20–25°C
Onion,Black Cotton,Rust,Soil Solarization,Organic Farming,Goa,120 days,25–30°C
Cowpea (Lobia),Sandy,Blight,Crop Rotation,Organic Farming,Goa,90 days,25–30°C
Tapioca,Peaty,Wilt,Soil Solarization,Mulching,Tamil Nadu,150 days,25–30°C
Horse Gram,Black Cotton,Rust,Fungicide Spray,Organic Farming,West Bengal,150 days,20–25°C
Moong (Green Gram),Peaty,Blight,Resistant Varieties,Organic Farming,Odisha,120 days,25–30°C
Cashewnut,Laterite,Blight,Resistant Varieties,Mulching,Gujarat,90 days,20–25°C
Sweet Potato,Red Loamy,Rust,Neem Extract,Organic Farming,Jharkhand,90 days,25–30°C
Cardamom,Red Loamy,Blight,Soil Solarization,Organic Farming,Bihar,120 days,25–30°C
Coriander,Sandy,Wilt,Resistant Varieties,Organic Farming,Uttarakhand,120 days,20–25°C
Coconut,Red Loamy,Wilt,Fungicide Spray,Mulching,Andhra Pradesh,90 days,20–25°C
Gram,Black Cotton,Wilt,Resistant Varieties,Mulching,Kerala,120 days,25–30°C
Coriander,Sandy,Blight,Neem Extract,Organic Farming,Assam,150 days,20–25°C
Soyabean,Black Cotton,Rust,Resistant Varieties,Organic Farming,Jharkhand,120 days,20–25°C
Moong (Green Gram),Peaty,Rust,Neem Extract,Mulching,Assam,120 days,20–25°C
Tapioca,Peaty,Wilt,Crop Rotation,Mulching,Odisha,150 days,25–30°C
Urad,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Uttarakhand,90 days,20–25°C
Sugarcane,Sandy,Rust,Fungicide Spray,Mulching,Gujarat,120 days,20–25°C
Barley,Sandy,Wilt,Resistant Varieties,Organic Farming,Maharashtra,120 days,20–25°C
Tobacco,Red Loamy,Rust,Neem Extract,Mulching,Kerala,150 days,25–30°C
Barley,Sandy,Blight,Crop Rotation,Mulching,Punjab,150 days,25–30°C
Maize,Black Cotton,Smut,Neem Extract,Mulching,Telangana,90 days,30–35°C
Tobacco,Red Loamy,Wilt,Soil Solarization,Organic Farming,Gujarat,150 days,20–25°C
Potato,Alluvial,Wilt,Neem Extract,Mulching,Punjab,90 days,25–30°C
Sesamum,Black Cotton,Wilt,Neem Extract,Organic Farming,Sikkim,150 days,25–30°C
Sugarcane,Sandy,Wilt,Soil Solarization,Organic Farming,Jharkhand,120 days,20–25°C
Sugarcane,Sandy,Wilt,Neem Extract,Organic Farming,Mizoram,120 days,20–25°C
Sesamum,Black Cotton,Blight,Soil Solarization,Mulching,Bihar,90 days,20–25°C
Sesamum,Black Cotton,Rust,Crop Rotation,Organic Farming,Bihar,120 days,20–25°C
Coriander,Sandy,Wilt,Soil Solarization,Organic Farming,Nagaland,90 days,25–30°C
Arecanut,Alluvial,Wilt,Resistant Varieties,Mulching,Meghalaya,90 days,25–30°C
Ginger,Sandy,Rust,Crop Rotation,Mulching,Goa,150 days,25–30°C
Cowpea (Lobia),Sandy,Blight,Crop Rotation,Organic Farming,Meghalaya,90 days,25–30°C
Cowpea (Lobia),Sandy,Wilt,Soil Solarization,Mulching,Goa,90 days,25–30°C
Garlic,Alluvial,Blight,Resistant Varieties,Organic Farming,Bihar,120 days,25–30°C
Rice,Red Loamy,Smut,Crop Rotation,Drip Irrigation,Assam,150 days,25–30°C
Tobacco,Black Cotton,Wilt,Fungicide Spray,Mulching,Meghalaya,150 days,25–30°C
Jowar,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Telangana,120 days,20–25°C
Rice,Red Loamy,Blast,Soil Solarization,Drip Irrigation,West Bengal,150 days,25–30°C
Turmeric,Alluvial,Blight,Crop Rotation,Mulching,Meghalaya,90 days,20–25°C
Jowar,Red Loamy,Blight,Fungicide Spray,Mulching,Tripura,150 days,20–25°C
Masoor,Sandy,Rust,Resistant Varieties,Mulching,Madhya Pradesh,150 days,25–30°C
Groundnut,Sandy,Blight,Crop Rotation,Mulching,Goa,120 days,25–30°C
Castor Seed,Alluvial,Wilt,Fungicide Spray,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Cotton,Peaty,Blight,Crop Rotation,Mulching,Arunachal Pradesh,150 days,20–25°C
Tapioca,Peaty,Wilt,Crop Rotation,Organic Farming,Madhya Pradesh,150 days,20–25°C
